ID,Category,Image_ID,Equation,Solution_Steps,Sign_Language,Sign_Text,Sign_Translation,Anomaly_Type,Anomaly_Score,Timestamp,Camera_ID,Confidence_Score,Bounding_Box_X,Bounding_Box_Y,Bounding_Box_Width,Bounding_Box_Height,Blur_Level,Brightness_Level,Contrast_Level,Noise_Level,Label
1024,Multi-lingual Street Signs,IMG_4144,,,Chinese,Speed Limit 50,Cédez le passage,,,2024-01-01 17:03:00,,0.58,397,20,200,183,0.5934930053504662,0.3625661241779088,0.4836144885016185,0.3217508479962572,Incorrect
1025,Security Camera Anomalies,IMG_2054,,,,,,Unauthorized Access,0.72,2024-01-01 17:04:00,31.0,0.96,384,365,164,117,0.6786528971126258,0.45439663568996347,0.7724996514170109,0.7388544206478594,Correct
1026,Multi-lingual Street Signs,IMG_3853,,,French,Yield,Cédez le passage,,,2024-01-01 17:05:00,,0.96,320,209,71,61,0.6557011799623513,0.4618507114830459,0.8411061686280291,0.6442193252013793,Uncertain
1027,Security Camera Anomalies,IMG_4059,,,,,,Unauthorized Access,0.55,2024-01-01 17:06:00,21.0,0.87,337,186,60,118,0.449313915334951,0.9008753862692737,0.8657531121077795,0.07997954023272558,Correct
1028,Handwritten Math Solutions,IMG_2749,∫ x dx,8.0,,,,,,2024-01-01 17:07:00,,0.8,63,400,83,183,0.14044151378484826,0.6269136235780265,0.4110788568421313,0.3372108550589975,Correct
1029,Multi-lingual Street Signs,IMG_9709,,,Chinese,Stop,Alto,,,2024-01-01 17:08:00,,0.67,458,256,190,131,0.1505815567131743,0.22504413075742513,0.42873303561680765,0.8031173726141386,Uncertain
1030,Multi-lingual Street Signs,IMG_1109,,,English,Stop,Alto,,,2024-01-01 17:09:00,,0.51,220,463,160,165,0.0996018872250759,0.5941457521572161,0.37066825944046866,0.4141197400083183,Uncertain
1031,Handwritten Math Solutions,IMG_3410,∫ x dx,9.0,,,,,,2024-01-01 17:10:00,,0.88,16,27,188,153,0.36333259080334535,0.2883262688845023,0.8660486688703197,0.8948833874914577,Uncertain
1032,Multi-lingual Street Signs,IMG_2505,,,French,Stop,Limite de velocidad 50,,,2024-01-01 17:11:00,,0.71,423,289,52,81,0.8286345319958646,0.33302445099949674,0.8468964974326427,0.19265290665683377,Correct
1033,Security Camera Anomalies,IMG_5458,,,,,,Normal,0.96,2024-01-01 17:12:00,12.0,0.91,313,273,172,146,0.6982438065903224,0.16824516162928882,0.12744376789160783,0.8867223698611323,Correct
1034,Security Camera Anomalies,IMG_7883,,,,,,Loitering,0.51,2024-01-01 17:13:00,34.0,0.88,494,486,125,91,0.28388160336554125,0.2776083354586609,0.2443059272950895,0.5801098057948467,Uncertain
1035,Security Camera Anomalies,IMG_2612,,,,,,Unauthorized Access,0.62,2024-01-01 17:14:00,43.0,0.93,457,442,78,185,0.6122611174471567,0.24795541988440717,0.8710679202884024,0.8001410815109694,Correct
1036,Multi-lingual Street Signs,IMG_4672,,,Chinese,Speed Limit 50,禁止进入,,,2024-01-01 17:15:00,,0.96,156,340,65,127,0.7525386404886919,0.3676910196048381,0.4220268976882908,0.8920768533505081,Correct
1037,Multi-lingual Street Signs,IMG_6929,,,Spanish,Speed Limit 50,Cédez le passage,,,2024-01-01 17:16:00,,0.51,224,322,105,67,0.0638252140370491,0.5929637182673044,0.9899231155414806,0.03411093417582933,Incorrect
1038,Multi-lingual Street Signs,IMG_7706,,,Spanish,Stop,Alto,,,2024-01-01 17:17:00,,0.96,330,167,133,77,0.8040690151496742,0.3991956576954526,0.9752929711997504,0.6440699394614477,Uncertain
1039,Security Camera Anomalies,IMG_2149,,,,,,Loitering,0.95,2024-01-01 17:18:00,29.0,0.6,297,143,138,69,0.4909574990573866,0.6725120217342001,0.8523204493908552,0.5410003304438107,Correct
1040,Multi-lingual Street Signs,IMG_6206,,,French,No Entry,Cédez le passage,,,2024-01-01 17:19:00,,0.97,154,451,177,156,0.3251084682861075,0.8327906410779172,0.1723024674407585,0.46252550619318755,Correct
1041,Security Camera Anomalies,IMG_6478,,,,,,Loitering,0.42,2024-01-01 17:20:00,29.0,0.91,292,63,122,64,0.8218842195829158,0.5671867755582485,0.23427377751010414,0.4623311429946607,Incorrect
1042,Multi-lingual Street Signs,IMG_1520,,,English,Yield,Limite de velocidad 50,,,2024-01-01 17:21:00,,0.68,334,25,55,193,0.6323668443968237,0.5767719749803208,0.3998269896229144,0.6874776891184496,Incorrect
1043,Multi-lingual Street Signs,IMG_7603,,,Spanish,No Entry,Limite de velocidad 50,,,2024-01-01 17:22:00,,0.95,173,469,118,133,0.74899743674508,0.6228658945526422,0.11299798211338186,0.3161651110178335,Correct
1044,Handwritten Math Solutions,IMG_5797,∫ x dx,6.0,,,,,,2024-01-01 17:23:00,,1.0,170,379,126,114,0.8919010905914129,0.2736178271310912,0.081457921693593,0.6775589717751903,Correct
1045,Security Camera Anomalies,IMG_2615,,,,,,Unauthorized Access,0.66,2024-01-01 17:24:00,26.0,0.63,416,313,105,163,0.31460655455759456,0.07506632362945553,0.6277381385491908,0.12325385789908583,Uncertain
1046,Security Camera Anomalies,IMG_6525,,,,,,Loitering,0.77,2024-01-01 17:25:00,32.0,0.75,466,222,138,111,0.5535197745631512,0.4505228829872774,0.8011926133142495,0.7138475689605622,Uncertain
1047,Multi-lingual Street Signs,IMG_8782,,,Spanish,No Entry,Cédez le passage,,,2024-01-01 17:26:00,,0.67,219,395,123,142,0.8023050201772778,0.03802271024885451,0.575251373865365,0.2579140510752148,Incorrect
1048,Security Camera Anomalies,IMG_8204,,,,,,Loitering,0.2,2024-01-01 17:27:00,32.0,0.76,464,185,150,106,0.021479208972231434,0.9250701064348698,0.9711869128408755,0.6916980304397196,Incorrect
1049,Security Camera Anomalies,IMG_3566,,,,,,Normal,0.93,2024-01-01 17:28:00,27.0,0.92,353,278,166,135,0.9630248217218574,0.5172352477342133,0.5313413870182518,0.023682056797980633,Incorrect
1050,Security Camera Anomalies,IMG_8583,,,,,,Unauthorized Access,0.91,2024-01-01 17:29:00,25.0,0.59,66,499,73,131,0.0016468695345617235,0.6320181359434082,0.7074958244407882,0.5863154619652382,Correct
1051,Security Camera Anomalies,IMG_6117,,,,,,Unauthorized Access,0.66,2024-01-01 17:30:00,42.0,0.64,353,80,124,68,0.6214292186354908,0.591616411441359,0.7873476650847814,0.60669344596432,Correct
1052,Multi-lingual Street Signs,IMG_6819,,,French,Stop,Limite de velocidad 50,,,2024-01-01 17:31:00,,0.8,224,88,119,99,0.20845804673113977,0.4256045260816874,0.45939508776790483,0.5070832786193621,Incorrect
1053,Multi-lingual Street Signs,IMG_5739,,,Spanish,Stop,Limite de velocidad 50,,,2024-01-01 17:32:00,,0.75,272,347,50,108,0.505298094981686,0.3052111334194616,0.010307137277767331,0.7337166891357907,Correct
1054,Multi-lingual Street Signs,IMG_3661,,,Spanish,No Entry,Cédez le passage,,,2024-01-01 17:33:00,,0.51,363,306,94,76,0.5631489761165714,0.8127134674525759,0.7375732582208973,0.9734525145549644,Uncertain
1055,Handwritten Math Solutions,IMG_7255,∫ x dx,1.0,,,,,,2024-01-01 17:34:00,,0.54,366,54,166,100,0.252752319047979,0.16597229285153148,0.5430667950579697,0.7248966857166038,Incorrect
1056,Security Camera Anomalies,IMG_7349,,,,,,Normal,0.49,2024-01-01 17:35:00,35.0,0.55,455,39,126,99,0.0756491806853532,0.3617538286506127,0.915764363686148,0.5064446784410345,Incorrect
1057,Handwritten Math Solutions,IMG_6671,x^2 + y^2 = 25,2.0,,,,,,2024-01-01 17:36:00,,0.7,301,315,181,117,0.12016580218509731,0.944763566027195,0.1337263278980324,0.6307026617804237,Uncertain
1058,Security Camera Anomalies,IMG_7857,,,,,,Normal,0.72,2024-01-01 17:37:00,31.0,0.84,234,228,120,123,0.09214599335580265,0.10050462122702863,0.7106457347875664,0.390645360424727,Uncertain
1059,Security Camera Anomalies,IMG_1763,,,,,,Loitering,0.49,2024-01-01 17:38:00,5.0,0.79,196,330,59,178,0.12221316261283777,0.7829311743387777,0.6222546325138558,0.6133290566562045,Correct
1060,Security Camera Anomalies,IMG_3404,,,,,,Normal,0.87,2024-01-01 17:39:00,34.0,0.78,259,454,70,153,0.6881946988806683,0.3555562878338795,0.5714685417402112,0.17163217413141074,Correct
1061,Security Camera Anomalies,IMG_6158,,,,,,Normal,0.59,2024-01-01 17:40:00,36.0,0.71,2,211,88,168,0.9979610652333827,0.03106932593173617,0.18232568498495383,0.059488535874846704,Incorrect
1062,Multi-lingual Street Signs,IMG_6678,,,Spanish,Yield,Alto,,,2024-01-01 17:41:00,,0.75,122,320,65,199,0.4705427176830682,0.4707450922586174,0.2933203484372915,0.36453535749340904,Incorrect
1063,Handwritten Math Solutions,IMG_6431,Σ(n=1 to ∞) 1/n^2,8.0,,,,,,2024-01-01 17:42:00,,0.55,154,307,52,67,0.20019932665597417,0.5426407054615136,0.3587125641948635,0.5670289467780874,Incorrect
1064,Multi-lingual Street Signs,IMG_5914,,,French,Stop,Alto,,,2024-01-01 17:43:00,,1.0,114,265,161,184,0.6505061315075544,0.1936987175601823,0.9385494026631659,0.26403362619662896,Correct
1065,Multi-lingual Street Signs,IMG_6816,,,French,Yield,Alto,,,2024-01-01 17:44:00,,0.95,406,118,161,115,0.783633194149604,0.9349761950811755,0.6370953240912848,0.2042793570902003,Correct
1066,Multi-lingual Street Signs,IMG_7699,,,English,No Entry,禁止进入,,,2024-01-01 17:45:00,,0.51,23,287,157,192,0.9752956546436546,0.941493521325161,0.7442705774405056,0.29797230580947975,Correct
1067,Multi-lingual Street Signs,IMG_7582,,,Spanish,No Entry,禁止进入,,,2024-01-01 17:46:00,,0.69,44,107,107,153,0.5217785680017558,0.6983517501372811,0.25955542439869905,0.8945283072690235,Incorrect
1068,Handwritten Math Solutions,IMG_8431,Σ(n=1 to ∞) 1/n^2,8.0,,,,,,2024-01-01 17:47:00,,0.88,230,221,50,75,0.4472102547122603,0.21915447520071696,0.062794810575447,0.4357411911901865,Correct
1069,Security Camera Anomalies,IMG_8163,,,,,,Unauthorized Access,0.29,2024-01-01 17:48:00,15.0,0.72,473,156,138,132,0.5522753606523036,0.9711413420129535,0.028295791966444606,0.3485393365197368,Correct
1070,Security Camera Anomalies,IMG_2113,,,,,,Unauthorized Access,0.02,2024-01-01 17:49:00,36.0,0.9,255,360,67,69,0.27568777641456155,0.9718886481679274,0.09528640117785314,0.9356887727172951,Incorrect
1071,Multi-lingual Street Signs,IMG_4449,,,Chinese,Speed Limit 50,Alto,,,2024-01-01 17:50:00,,0.82,81,50,140,132,0.9297180198304167,0.7714895719692585,0.57936857523161,0.9603325246562159,Incorrect
1072,Multi-lingual Street Signs,IMG_4909,,,French,No Entry,Alto,,,2024-01-01 17:51:00,,0.52,242,390,189,64,0.12081438678384304,0.6680135618973435,0.4729058851641119,0.746806667160388,Correct
1073,Security Camera Anomalies,IMG_3425,,,,,,Normal,0.9,2024-01-01 17:52:00,49.0,0.78,11,94,161,122,0.23453442071960584,0.8456433866349872,0.3802152306286932,0.6238938739289853,Uncertain
1074,Handwritten Math Solutions,IMG_4594,∫ x dx,9.0,,,,,,2024-01-01 17:53:00,,0.71,270,32,194,63,0.8899560270551218,0.717021599920249,0.11646524135852265,0.0516512752566366,Correct
1075,Security Camera Anomalies,IMG_5574,,,,,,Loitering,0.52,2024-01-01 17:54:00,7.0,0.84,314,217,84,86,0.29863193417051526,0.0019062238209860416,0.9318974912488756,0.8079982342045797,Uncertain
1076,Handwritten Math Solutions,IMG_2706,x^2 + y^2 = 25,6.0,,,,,,2024-01-01 17:55:00,,0.53,301,68,81,196,0.39191318359030247,0.9793518041915406,0.6471663950142894,0.10688558745674193,Correct
1077,Security Camera Anomalies,IMG_5766,,,,,,Normal,0.95,2024-01-01 17:56:00,50.0,0.97,437,399,150,67,0.3983028708216054,0.7814038932245285,0.9540738338427623,0.12940082424963606,Uncertain
1078,Multi-lingual Street Signs,IMG_6842,,,Chinese,No Entry,禁止进入,,,2024-01-01 17:57:00,,0.56,67,439,116,50,0.9661477604620932,0.5039864573482036,0.8410447819310028,0.6468632499971252,Incorrect
1079,Handwritten Math Solutions,IMG_9106,∫ x dx,6.0,,,,,,2024-01-01 17:58:00,,0.77,190,327,106,133,0.516114861272031,0.5571005835122652,0.31130387144303173,0.008279155911212976,Uncertain
1080,Handwritten Math Solutions,IMG_7701,∫ x dx,6.0,,,,,,2024-01-01 17:59:00,,0.93,118,314,144,190,0.7189459959583453,0.5932033518745529,0.5846371445537006,0.014299459889731914,Correct
1081,Security Camera Anomalies,IMG_7222,,,,,,Loitering,0.22,2024-01-01 18:00:00,9.0,0.64,267,134,137,59,0.45923887753020376,0.45410683112607864,0.07926904301592741,0.8766386639434122,Incorrect
1082,Multi-lingual Street Signs,IMG_7517,,,English,No Entry,Limite de velocidad 50,,,2024-01-01 18:01:00,,0.82,108,79,85,90,0.22952791756491797,0.4448965253520052,0.18014521279632845,0.9177049132611615,Correct
1083,Security Camera Anomalies,IMG_5296,,,,,,Loitering,0.49,2024-01-01 18:02:00,35.0,0.93,325,273,70,76,0.9472247044124967,0.15655607707046937,0.1959679481436143,0.10273829911153098,Correct
1084,Security Camera Anomalies,IMG_4526,,,,,,Loitering,0.9,2024-01-01 18:03:00,29.0,0.97,180,36,126,75,0.7854170964921982,0.3172602053629735,0.3601669930594641,0.8430072941248924,Uncertain
1085,Multi-lingual Street Signs,IMG_1042,,,Chinese,No Entry,Cédez le passage,,,2024-01-01 18:04:00,,0.79,248,304,200,147,0.9760202289801373,0.06130233544259034,0.8050409339872794,0.4241917224750412,Incorrect
1086,Handwritten Math Solutions,IMG_7462,x^2 + y^2 = 25,5.0,,,,,,2024-01-01 18:05:00,,0.59,136,473,85,122,0.6232899641999711,0.05822770016036827,0.018261194432332095,0.42009124178160095,Uncertain
1087,Handwritten Math Solutions,IMG_6389,x^2 + y^2 = 25,6.0,,,,,,2024-01-01 18:06:00,,0.62,23,47,191,176,0.2674691164923756,0.8581882571829201,0.9219065871614703,0.22029158051414288,Incorrect
1088,Security Camera Anomalies,IMG_1998,,,,,,Unauthorized Access,0.75,2024-01-01 18:07:00,1.0,0.5,73,160,64,123,0.2838624835021687,0.20393847350172478,0.2647729464289349,0.505232601445739,Correct
1089,Multi-lingual Street Signs,IMG_3349,,,English,Speed Limit 50,禁止进入,,,2024-01-01 18:08:00,,0.99,242,119,163,191,0.8520832821984057,0.7798910069697156,0.2498681887379549,0.8233963920388253,Correct
1090,Handwritten Math Solutions,IMG_2647,Σ(n=1 to ∞) 1/n^2,5.0,,,,,,2024-01-01 18:09:00,,1.0,25,471,181,54,0.7006146225336242,0.7692065857623418,0.3077201875633252,0.4342625805794411,Correct
1091,Security Camera Anomalies,IMG_1584,,,,,,Loitering,0.01,2024-01-01 18:10:00,41.0,0.56,331,283,127,123,0.23655513762702018,0.04487989137887194,0.13096098408864065,0.8383117471028747,Incorrect
1092,Multi-lingual Street Signs,IMG_4934,,,French,No Entry,Limite de velocidad 50,,,2024-01-01 18:11:00,,0.97,475,315,53,132,0.2025310670170144,0.6051927847071588,0.4008812080988027,0.20315308682840627,Incorrect
1093,Handwritten Math Solutions,IMG_6704,x^2 + y^2 = 25,3.0,,,,,,2024-01-01 18:12:00,,0.99,20,494,118,158,0.8078104360631551,0.0006818352255020255,0.8168608278401792,0.6370838370000044,Uncertain
1094,Handwritten Math Solutions,IMG_2634,Σ(n=1 to ∞) 1/n^2,9.0,,,,,,2024-01-01 18:13:00,,0.53,190,229,121,154,0.4828458787643499,0.9382733883042583,0.8259076825448429,0.6924334321499114,Incorrect
1095,Security Camera Anomalies,IMG_7770,,,,,,Normal,0.48,2024-01-01 18:14:00,16.0,0.91,78,31,154,121,0.027045048967680563,0.33641610679526734,0.5717186357041314,0.012263577575141626,Correct
1096,Multi-lingual Street Signs,IMG_4746,,,English,Stop,禁止进入,,,2024-01-01 18:15:00,,0.87,498,303,172,135,0.9092619781973803,0.4668143783694467,0.37163635238118475,0.4841368801239123,Uncertain
1097,Multi-lingual Street Signs,IMG_2176,,,French,Stop,Limite de velocidad 50,,,2024-01-01 18:16:00,,0.94,139,345,198,96,0.9479210001001839,0.16326717656804124,0.3386860487274638,0.06667161324208426,Correct
1098,Multi-lingual Street Signs,IMG_4887,,,English,Yield,Alto,,,2024-01-01 18:17:00,,0.69,187,413,173,109,0.7835823793903928,0.33854751591876275,0.590419237550995,0.28374926721174354,Correct
1099,Handwritten Math Solutions,IMG_7961,x^2 + y^2 = 25,6.0,,,,,,2024-01-01 18:18:00,,0.52,330,490,70,176,0.07322571517314191,0.9260334007028336,0.27846131954656994,0.8876832867905858,Correct
1100,Security Camera Anomalies,IMG_3321,,,,,,Normal,0.01,2024-01-01 18:19:00,42.0,0.98,127,392,200,66,0.08119113525617727,0.542015160734095,0.483296135835113,0.7882470270403237,Correct
1101,Multi-lingual Street Signs,IMG_5554,,,Chinese,Yield,Cédez le passage,,,2024-01-01 18:20:00,,0.78,158,57,52,137,0.21184916087125993,0.005599729444641155,0.2861855631624163,0.6111410605724099,Incorrect
1102,Handwritten Math Solutions,IMG_9806,∫ x dx,4.0,,,,,,2024-01-01 18:21:00,,0.75,270,434,87,167,0.1639522391826932,0.8376090909806441,0.9875195554063315,0.4944404118045922,Correct
1103,Handwritten Math Solutions,IMG_3842,Σ(n=1 to ∞) 1/n^2,7.0,,,,,,2024-01-01 18:22:00,,0.54,433,344,167,63,0.5152144610642735,0.46558559126028765,0.0033188688826588653,0.29454791699600646,Uncertain
1104,Security Camera Anomalies,IMG_9765,,,,,,Normal,0.17,2024-01-01 18:23:00,6.0,0.91,127,40,88,89,0.8536977740303308,0.874093339967551,0.10272501260275457,0.9739982361224439,Incorrect
1105,Security Camera Anomalies,IMG_8773,,,,,,Normal,0.98,2024-01-01 18:24:00,44.0,0.72,151,375,87,77,0.06123287692471713,0.1444338244941228,0.5888073457194595,0.6308330897489414,Uncertain
1106,Multi-lingual Street Signs,IMG_2804,,,French,Speed Limit 50,Alto,,,2024-01-01 18:25:00,,0.63,432,228,175,183,0.5286149667185893,0.1909199921279534,0.2698345795319831,0.7067251083438645,Incorrect
1107,Handwritten Math Solutions,IMG_6337,x^2 + y^2 = 25,4.0,,,,,,2024-01-01 18:26:00,,0.77,63,30,120,142,0.2340911623805021,0.9623693497860852,0.8896770964386849,0.004999091589444671,Incorrect
1108,Handwritten Math Solutions,IMG_6940,Σ(n=1 to ∞) 1/n^2,5.0,,,,,,2024-01-01 18:27:00,,0.9,276,381,126,148,0.643266347945038,0.476760958803625,0.7110235182569337,0.6587848440465771,Incorrect
1109,Security Camera Anomalies,IMG_1441,,,,,,Normal,0.53,2024-01-01 18:28:00,25.0,0.57,148,181,131,131,0.043706643062852546,0.29258441224719844,0.06949526091882152,0.38652998147129236,Correct
1110,Handwritten Math Solutions,IMG_7004,∫ x dx,2.0,,,,,,2024-01-01 18:29:00,,0.58,37,6,124,173,0.44467028319414037,0.21416047248067516,0.2910726326821733,0.08258804593844316,Incorrect
1111,Security Camera Anomalies,IMG_3915,,,,,,Normal,0.88,2024-01-01 18:30:00,24.0,0.91,75,32,180,131,0.659211124146418,0.07949081711512274,0.07144619553649278,0.901527756169602,Correct
1112,Multi-lingual Street Signs,IMG_3412,,,English,Yield,Alto,,,2024-01-01 18:31:00,,0.6,201,137,127,163,0.7554123277170576,0.12763185107637676,0.38942122105951194,0.4964502374519111,Incorrect
1113,Multi-lingual Street Signs,IMG_2752,,,Chinese,No Entry,Limite de velocidad 50,,,2024-01-01 18:32:00,,0.58,246,455,112,50,0.6970421912237453,0.7086707186791397,0.7432859345285155,0.750280839412162,Correct
1114,Handwritten Math Solutions,IMG_3822,∫ x dx,5.0,,,,,,2024-01-01 18:33:00,,0.65,53,129,170,60,0.7616925126534662,0.38574928126495145,0.6569430996890087,0.6024748687706843,Incorrect
1115,Security Camera Anomalies,IMG_3132,,,,,,Normal,0.41,2024-01-01 18:34:00,2.0,0.8,96,207,113,101,0.34796594981124973,0.9902273798129331,0.4420307466366066,0.06962797477032623,Correct
1116,Handwritten Math Solutions,IMG_5487,Σ(n=1 to ∞) 1/n^2,10.0,,,,,,2024-01-01 18:35:00,,0.83,456,148,95,191,0.7088848640167605,0.7744477366253906,0.8411587953321583,0.8537720282723216,Uncertain
1117,Security Camera Anomalies,IMG_7568,,,,,,Unauthorized Access,0.5,2024-01-01 18:36:00,7.0,0.65,327,191,158,160,0.7515680427407775,0.3584922864060601,0.8505974986570879,0.2182923731434674,Incorrect
1118,Multi-lingual Street Signs,IMG_6304,,,Chinese,No Entry,Alto,,,2024-01-01 18:37:00,,0.62,177,277,174,55,0.7442418774266796,0.9395042750443097,0.8686460333395638,0.6982891190773626,Uncertain
1119,Multi-lingual Street Signs,IMG_4403,,,English,Stop,Alto,,,2024-01-01 18:38:00,,0.84,4,292,147,76,0.16767382976172618,0.9144991480050515,0.776548029156797,0.05496933732541531,Correct
1120,Handwritten Math Solutions,IMG_6073,Σ(n=1 to ∞) 1/n^2,6.0,,,,,,2024-01-01 18:39:00,,0.9,113,120,175,118,0.47310513397047926,0.17056600014864975,0.2863220777855512,0.9051667809690115,Correct
1121,Multi-lingual Street Signs,IMG_1297,,,Spanish,Yield,Limite de velocidad 50,,,2024-01-01 18:40:00,,0.59,21,459,191,130,0.13654764683585974,0.010169077776287172,0.8660335709480053,0.8550111152779389,Incorrect
1122,Security Camera Anomalies,IMG_9853,,,,,,Normal,0.78,2024-01-01 18:41:00,11.0,0.91,109,357,190,76,0.05973207335743391,0.701896992216099,0.5193138728438388,0.9885694854586486,Uncertain
1123,Multi-lingual Street Signs,IMG_9461,,,Spanish,Stop,禁止进入,,,2024-01-01 18:42:00,,0.54,287,40,194,176,0.4895806634549369,0.4803087135599049,0.4164135889960847,0.6163893507083953,Uncertain
1124,Multi-lingual Street Signs,IMG_7593,,,Chinese,No Entry,Alto,,,2024-01-01 18:43:00,,0.64,6,228,164,129,0.30036044945040785,0.8909888902209593,0.9592286239721817,0.12708782090193094,Correct
1125,Multi-lingual Street Signs,IMG_3579,,,English,Speed Limit 50,Alto,,,2024-01-01 18:44:00,,0.52,63,3,59,64,0.8403390854377019,0.2551457234167359,0.19675603239833372,0.3037048810336207,Correct
1126,Handwritten Math Solutions,IMG_3431,Σ(n=1 to ∞) 1/n^2,3.0,,,,,,2024-01-01 18:45:00,,0.96,53,398,196,97,0.2521390875119618,0.7610071419685664,0.6033733301009283,0.5285053468166894,Incorrect
1127,Handwritten Math Solutions,IMG_7798,x^2 + y^2 = 25,1.0,,,,,,2024-01-01 18:46:00,,0.83,217,151,72,156,0.9094724921383144,0.6945839106316578,0.7360726108455303,0.9528197591092592,Incorrect
1128,Handwritten Math Solutions,IMG_5442,x^2 + y^2 = 25,1.0,,,,,,2024-01-01 18:47:00,,0.88,83,186,198,192,0.44414310193519346,0.617990461014597,0.40391506779532893,0.08703806771676892,Correct
1129,Handwritten Math Solutions,IMG_8275,∫ x dx,10.0,,,,,,2024-01-01 18:48:00,,0.68,71,97,80,57,0.2595823913026135,0.08587561831034818,0.43860566258144484,0.7429931193634617,Uncertain
1130,Security Camera Anomalies,IMG_3124,,,,,,Normal,0.71,2024-01-01 18:49:00,7.0,0.96,333,379,113,189,0.0012363625082386642,0.934216271129475,0.2527637200131263,0.41266115514329027,Correct
1131,Security Camera Anomalies,IMG_6405,,,,,,Unauthorized Access,0.05,2024-01-01 18:50:00,12.0,0.62,34,173,176,159,0.0778600197681325,0.11411146378354853,0.7435477286341691,0.8464989379081572,Incorrect
1132,Security Camera Anomalies,IMG_7451,,,,,,Unauthorized Access,0.77,2024-01-01 18:51:00,38.0,0.75,328,477,70,122,0.693852578783901,0.7330622277107359,0.950349842407972,0.9774478330637847,Correct
1133,Handwritten Math Solutions,IMG_8815,x^2 + y^2 = 25,9.0,,,,,,2024-01-01 18:52:00,,0.52,55,29,168,162,0.10379311876467123,0.0007358764328053713,0.9179255449478968,0.08915397723789653,Uncertain
1134,Multi-lingual Street Signs,IMG_1693,,,Chinese,Stop,Cédez le passage,,,2024-01-01 18:53:00,,0.91,153,322,138,61,0.48949616645036087,0.17709623938139907,0.2579054842698292,0.3591995393073103,Incorrect
1135,Multi-lingual Street Signs,IMG_9635,,,Spanish,Speed Limit 50,Cédez le passage,,,2024-01-01 18:54:00,,0.85,288,192,81,178,0.6780058327156081,0.8126021800108209,0.6432741390308634,0.17685456109276743,Incorrect
1136,Security Camera Anomalies,IMG_8772,,,,,,Normal,0.22,2024-01-01 18:55:00,47.0,0.81,207,325,123,112,0.7653173878751781,0.3981504307219862,0.5748891927792845,0.2311388449845514,Incorrect
1137,Multi-lingual Street Signs,IMG_4894,,,Spanish,Speed Limit 50,Limite de velocidad 50,,,2024-01-01 18:56:00,,0.78,46,147,128,175,0.7413131572240595,0.3314433554911358,0.2515400965584367,0.8172124974829081,Uncertain
1138,Multi-lingual Street Signs,IMG_8967,,,French,Yield,禁止进入,,,2024-01-01 18:57:00,,0.91,92,153,100,156,0.6962927399698644,0.6121026043969144,0.6304602290755428,0.8979399036268619,Incorrect
1139,Multi-lingual Street Signs,IMG_1871,,,Chinese,Yield,Limite de velocidad 50,,,2024-01-01 18:58:00,,0.57,399,159,123,187,0.15475128536729899,0.11057722786224755,0.7242696085156823,0.24658771276637403,Uncertain
1140,Handwritten Math Solutions,IMG_1701,x^2 + y^2 = 25,7.0,,,,,,2024-01-01 18:59:00,,0.83,212,198,93,162,0.3936245295156665,0.8510955259791306,0.7669431326978945,0.10388333552889617,Incorrect
1141,Handwritten Math Solutions,IMG_2926,∫ x dx,9.0,,,,,,2024-01-01 19:00:00,,0.57,83,391,58,149,0.8563901969551359,0.3431177326945467,0.1939800530835899,0.699813789209252,Correct
1142,Multi-lingual Street Signs,IMG_3561,,,French,Yield,Alto,,,2024-01-01 19:01:00,,0.86,223,413,150,153,0.13530793761325155,0.3000517449327399,0.9345635140910463,0.09408078830101385,Correct
1143,Handwritten Math Solutions,IMG_1536,x^2 + y^2 = 25,7.0,,,,,,2024-01-01 19:02:00,,0.54,315,432,164,162,0.6847974316889781,0.9842231391980142,0.7670516546425926,0.519459537450186,Uncertain
1144,Handwritten Math Solutions,IMG_2936,Σ(n=1 to ∞) 1/n^2,9.0,,,,,,2024-01-01 19:03:00,,0.7,362,224,157,189,0.23076279444855508,0.1639528446012204,0.8557116305062312,0.255873585873273,Correct
1145,Handwritten Math Solutions,IMG_9478,∫ x dx,7.0,,,,,,2024-01-01 19:04:00,,0.73,188,319,188,129,0.29784609920248384,0.6248878072348311,0.1557513634013109,0.9531553764325335,Incorrect
1146,Handwritten Math Solutions,IMG_3101,Σ(n=1 to ∞) 1/n^2,9.0,,,,,,2024-01-01 19:05:00,,0.85,402,303,80,74,0.6426739769553521,0.5680868961501205,0.8865670532740996,0.31194714662897904,Correct
1147,Multi-lingual Street Signs,IMG_3422,,,Chinese,Speed Limit 50,Limite de velocidad 50,,,2024-01-01 19:06:00,,0.55,84,140,117,146,0.13353844156972006,0.43472875339020334,0.3952297877799148,0.0008026163314018842,Uncertain
1148,Security Camera Anomalies,IMG_2039,,,,,,Normal,0.16,2024-01-01 19:07:00,43.0,0.62,69,233,156,180,0.8384411554861109,0.9414879742141791,0.37733307123030513,0.47171245115479554,Incorrect
1149,Security Camera Anomalies,IMG_1349,,,,,,Unauthorized Access,0.6,2024-01-01 19:08:00,43.0,0.7,133,314,59,99,0.34729192874355297,0.723775314526757,0.384227830709053,0.6976973903819812,Correct
1150,Handwritten Math Solutions,IMG_2337,Σ(n=1 to ∞) 1/n^2,4.0,,,,,,2024-01-01 19:09:00,,0.93,14,311,191,55,0.11050471584537935,0.21404285000446321,0.759896702021333,0.07449707570016217,Uncertain
